Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Toilets,Agent_number,Added_on,Updated_on
Waterfront 3 Bedroom Apartment +bq + Swimming Pool + Sauna + Gym + Underground Parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,"16,100,000",3 beds,3 baths,4 Toilets,08124269637,21 Jan 2022,24 Feb 2022
Newly Built Single Room Self Contain,Iyana Oworo Oworonshoki Gbagada Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-iyana-oworo-oworonshoki-gbagada-lagos-1GARG,Lagos,Gbagada,"250,000/year",1 beds,1 baths,1 Toilets,07031567993,09 Feb 2022,19 Feb 2022
Mini Flat,Ota Ona Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/1-bedroom-house-for-rent-ota-ona-igbogbo-ikorodu-lagos-2GBNB,Lagos,Ikorodu,"200,000",1 beds,2 baths,2 Toilets,07010568925,15 Feb 2022,19 Feb 2022
Brand New 2bedroom Flat,Peace Estate Ago Palace Okota Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-peace-estate-ago-palace-okota-lagos-1FZEH,Lagos,Okota,"1,000,000/year",2 beds,3 baths,3 Toilets,07032493391,29 Jan 2022,19 Feb 2022
Luxury Serviced 3 Bedroom All Rooms En Suite Terrace Duplex Plus A Room Bq,Oniru Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-oniru-victoria-island-lagos-8FYMY,Lagos,Island,"7,500,000",3 beds,3 baths,4 Toilets,08164687732,25 Jan 2022,19 Feb 2022
Newly Built 4 Bedroom Duplex,Southern View Estate Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-southern-view-estate-chevron-lekki-lagos-8FWXZ,Lagos,Lekki,"4,000,000/year",4 beds,4 baths,5 Toilets,08168285322,12 Jan 2022,19 Feb 2022
Luxury 4 Bedroom Terrace Duplex,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-4FWZN,Lagos,Ikoyi,"15,000,000/year",4 beds,4 baths,5 Toilets,08101105377,12 Jan 2022,19 Feb 2022
Executive 2 Bedroom Flat,Berger Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-berger-ojodu-lagos-4FYGJ,Lagos,Ojodu,"1,400,000/year",2 beds,3 baths,3 Toilets,09068622049,22 Jan 2022,19 Feb 2022
Commercial 3 Bedroom Pent House For Office Use,Awolowo Road Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-awolowo-road-ikoyi-lagos-9FYHB,Lagos,Ikoyi,"4,500,000/year",3 beds,2 baths,2 Toilets,08181055075,23 Jan 2022,19 Feb 2022
Executive Apartment Of Two Bedrooms Ensuite,"Elegba Festival Drive. Bye Lekki British Junior School, Oniru Estate Oniru Victoria Island Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-elegba-festival-drive-bye-lekki-british-junior-school-oniru-estate-oniru-victoria-island-lagos-9FXZF,Lagos,Island,"4,000,000/year",2 beds,2 baths,2 Toilets,09037794520,20 Jan 2022,19 Feb 2022
Riverwood Estate,Lakowe Ajah Lagos,https://www.propertypro.ng/property/land-for-sale-lakowe-ajah-lagos-2FSDJ,Lagos,Ajah,"12,690,000",0 beds,0 baths,0 Toilets,08132874237,22 Nov 2021,22 Feb 2022
Decent Shop,Ojuelegba Ojuelegba Surulere Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-ojuelegba-ojuelegba-surulere-lagos-5GASX,Lagos,Surulere,"500,000/year",0 beds,0 baths,0 Toilets,08062371593,09 Feb 2022,19 Feb 2022
Newly Built 4 Bedroom Semi Detached House With Bq,Ikota Villa Gra Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-villa-gra-ikota-lekki-lagos-7FWHM,Lagos,Lekki,"5,000,000",4 beds,4 baths,4 Toilets,09029604948,06 Jan 2022,19 Feb 2022
Standard Lovely And Decent Mini Flat,Kilo Marsha Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-kilo-marsha-surulere-lagos-0FVNL,Lagos,Surulere,"650,000",0 beds,0 baths,0 Toilets,08033115125,25 Dec 2021,19 Feb 2022
Decent Spacious Mini Flat,Odunukan Street Abule Ijesha Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-odunukan-street-abule-ijesha-yaba-lagos-7FWEB,Lagos,Yaba,"650,000",0 beds,0 baths,0 Toilets,08033115125,04 Jan 2022,19 Feb 2022
Elegant Newly Built 2 Bedroom Flat,Kasumu Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-kasumu-estate-akala-express-ibadan-oyo-4FZNS,Oyo,Ibadan,"500,000/year",2 beds,3 baths,3 Toilets,08142185274,01 Feb 2022,19 Feb 2022
Newly Renovated 2unit Of 3bedroom Flat,Medina Estate Gbagada Lagos,https://www.propertypro.ng/property/house-for-rent-medina-estate-gbagada-lagos-0FWEC,Lagos,Gbagada,"2,500,000",0 beds,0 baths,0 Toilets,08033115125,04 Jan 2022,19 Feb 2022
3 Bedroom Flat,Lekki Phase 2 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-2-lekki-lagos-5GBVW,Lagos,Lekki,"5,000,000",3 beds,3 baths,4 Toilets,08137224561,17 Feb 2022,19 Feb 2022
Executive 5 Bedroom Semi Detached Duplex,Magodo Gra Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-magodo-gra-phase-1-ojodu-lagos-3FYKZ,Lagos,Ojodu,"3,000,000/day",5 beds,6 baths,6 Toilets,09068622049,24 Jan 2022,19 Feb 2022
Brand 2bedroom Flat,Millenuim Ups Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-millenuim-ups-gbagada-lagos-2FRXF,Lagos,Gbagada,"3,500,000",0 beds,2 baths,3 Toilets,09083016090,19 Nov 2021,19 Feb 2022
4 Bedroom Flat,Bab Animashaun Bode Thomas Surulere Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-bab-animashaun-bode-thomas-surulere-lagos-3FXYS,Lagos,Surulere,"3,200,000",4 beds,4 baths,5 Toilets,08130986430,20 Jan 2022,19 Feb 2022
4bedroom Serviced Terrace Duplex With,Lekki Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-lekki-ajah-lagos-6FZFU,Lagos,Ajah,"4,000,000",0 beds,0 baths,0 Toilets,08053534552,30 Jan 2022,19 Feb 2022
Waterfront 3 Bedroom Apartment +bq + Swimming Pool + Sauna + Gym + Underground Parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,"16,100,000",3 beds,3 baths,4 Toilets,08124269637,21 Jan 2022,24 Feb 2022
Mini Flat,Marcoly Ikorodu Ikorodu Lagos,https://www.propertypro.ng/property/1-bedroom-house-for-rent-marcoly-ikorodu-ikorodu-lagos-1GBPL,Lagos,Ikorodu,"250,000",1 beds,2 baths,2 Toilets,07010568925,16 Feb 2022,19 Feb 2022
Spacious Decent Lovely 2bedroom Flat,Fakorede Street Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-fakorede-street-shomolu-lagos-4FUQC,Lagos,Shomolu,"1,100,000",0 beds,0 baths,0 Toilets,08033115125,14 Dec 2021,19 Feb 2022
Newly Built Luxury 2 Bedroom Terrace Duplex,Sangotedo Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-sangotedo-ajah-lagos-4FZAG,Lagos,Ajah,"2,000,000",2 beds,2 baths,3 Toilets,08137224561,28 Jan 2022,19 Feb 2022
Executive 6 Bedroom Detached,Magodo Brooks Via Ikeja Ikeja Lagos,https://www.propertypro.ng/property/6-bedroom-house-for-rent-magodo-brooks-via-ikeja-ikeja-lagos-0FXVN,Lagos,Ikeja,"6,000,000/year",6 beds,7 baths,7 Toilets,09068622049,19 Jan 2022,19 Feb 2022
"A Luxurious Roomself Contain With Pop Finishings, Fitted Kitchen Cabinet, Ample Parking Lot",Soluyi Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-soluyi-gbagada-lagos-0EYJQ,Lagos,Gbagada,"400,000/year", beds, baths, Toilets,08033657909,01 Jul 2021,19 Feb 2022
Standard Room Self Contain,Oba Musa Agungi Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-oba-musa-agungi-lekki-lagos-2FYQA,Lagos,Lekki,"750,000",0 beds,0 baths,0 Toilets,08061641323,25 Jan 2022,19 Feb 2022
Tastefully 4bedroom Flat Fully Serviced + Bq,Located At Lugard Road Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-located-at-lugard-road-old-ikoyi-ikoyi-lagos-0FWRW,Lagos,Ikoyi,"15,000,000/year",4 beds,4 baths,5 Toilets,08164968133,10 Jan 2022,19 Feb 2022
Fully Furnished A Room Self Contain,Isheri North Ojodu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-isheri-north-ojodu-lagos-7FVDB,Lagos,Ojodu,"750,000/year",0 beds,0 baths,0 Toilets,07036613677,20 Dec 2021,19 Feb 2022
Room And Palour Self Contained,Oluyole Estate Ibadan Oyo,https://www.propertypro.ng/property/flat-apartment-for-rent-oluyole-estate-ibadan-oyo-7EWMD,Oyo,Ibadan,"350,000",0 beds,0 baths,0 Toilets,08147747114,18 Jun 2021,19 Feb 2022
2 Bedroom Block Of Flats.,Agungi Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-sale-agungi-lekki-lagos-0FTTJ,Lagos,Lekki,"48,000,000",2 beds,2 baths,3 Toilets,08147329552,06 Dec 2021,24 Feb 2022
Tastefully 3bedroom Duplex,Behind Megachicken Ikota Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-behind-megachicken-ikota-lekki-lagos-0FZLE,Lagos,Lekki,"3,000,000/year",3 beds,2 baths,4 Toilets,08164968133,31 Jan 2022,19 Feb 2022
Three Bedroom Flat,Omole Omole Phase 1 Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-omole-omole-phase-1-ojodu-lagos-3GANP,Lagos,Ojodu,"3,000,000/year",3 beds,3 baths,3 Toilets,09039408141,08 Feb 2022,19 Feb 2022
Standard One Bedroom Flat,Old Gra Port Harcourt Rivers,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-old-gra-port-harcourt-rivers-7GBLB,Rivers,Harcourt,"900,000/year",1 beds,2 baths,2 Toilets,07062360342,15 Feb 2022,19 Feb 2022
Mini Flat,Baruwa Ipaja Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-baruwa-ipaja-lagos-9GAMX,Lagos,Ipaja,"400,000/year",1 beds,2 baths,2 Toilets,08182073205,08 Feb 2022,19 Feb 2022
Relatively New 2 Bedrooms Flat,Sawmill Ifako Gbagada Gbagada Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-sawmill-ifako-gbagada-gbagada-lagos-5FWEB,Lagos,Gbagada,"1,000,000",0 beds,0 baths,0 Toilets,08033115125,04 Jan 2022,19 Feb 2022
Room And Parlour Self Con,Bj Bus Stop (after Works) Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-bj-bus-stop-after-works-igbogbo-ikorodu-lagos-3GAJE,Lagos,Ikorodu,"200,000/year",1 beds,1 baths,2 Toilets,08177520676,07 Feb 2022,19 Feb 2022
Newly Built 2 Bedroom Flat,God First Estate Owode Mile 12 Kosofe Ikosi Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-god-first-estate-owode-mile-12-kosofe-ikosi-lagos-8FYUV,Lagos,Ikosi,"550,000/year",2 beds,2 baths,3 Toilets,08099275848,26 Jan 2022,19 Feb 2022
A Spacious Well Maintained 3 Bedroom Flat,"Off Balo Street, Alapere Lagos Alapere Kosofe Ikosi Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-balo-street-alapere-lagos-alapere-kosofe-ikosi-lagos-1FYVU,Lagos,Ikosi,"800,000/year",3 beds,3 baths,3 Toilets,08033657909,27 Jan 2022,19 Feb 2022
Fully Service 2bedroom Terrace,Abraham Adesanya Estate Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-abraham-adesanya-estate-ajah-lagos-9FYHJ,Lagos,Ajah,"2,500,000/year",2 beds,2 baths,3 Toilets,08057121358,23 Jan 2022,19 Feb 2022
Newly Built 2bedrooms Terrace Duplex,Olowora Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-olowora-ojodu-lagos-7GAEG,Lagos,Ojodu,"1,700,000/year",2 beds,2 baths,3 Toilets,07081528035,05 Feb 2022,19 Feb 2022
Luxury And Executive 2 Bedroom Flat,"Off Ogunlauna Drive, Ogunlana Surulere Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-ogunlauna-drive-ogunlana-surulere-lagos-5GAJY,Lagos,Surulere,"1,400,000",2 beds,3 baths,3 Toilets,08033149535,07 Feb 2022,19 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
Standard Mini Flat Apartment,Ago Palace Okota Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ago-palace-okota-lagos-9GAKL,Lagos,Okota,"550,000/year",0 beds,0 baths,0 Toilets,08037405229,07 Feb 2022,19 Feb 2022
240sqm Space In A Great Business Location,Eastline Shopping Complex Abraham Adesanya Estate Ajah Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-eastline-shopping-complex-abraham-adesanya-estate-ajah-lagos-1GBRP,Lagos,Ajah,"3,600,000",0 beds,0 baths,0 Toilets,08066187389,16 Feb 2022,19 Feb 2022
A Room And Parlor Self Contain,Ogaoloye Estate Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/1-bedroom-house-for-rent-ogaoloye-estate-igbogbo-ikorodu-lagos-1GBRG,Lagos,Ikorodu,"250,000",1 beds,2 baths,2 Toilets,07010568925,16 Feb 2022,19 Feb 2022
1bedroom Flat,Off Esther Adeleke Street Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-off-esther-adeleke-street-lekki-phase-1-lekki-lagos-8GAWY,Lagos,Lekki,"1,800,000",1 beds,1 baths,1 Toilets,08086267650,10 Feb 2022,19 Feb 2022
10 Units Of Executive Miniflat,Ojodu Aboidun Berger Ojodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ojodu-aboidun-berger-ojodu-lagos-1FYVS,Lagos,Ojodu,"700,000/year",1 beds,1 baths,2 Toilets,09039408141,27 Jan 2022,19 Feb 2022
Spacious Office Space, Ikota Lekki Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-ikota-lekki-lagos-4FDKE,Lagos,Lekki,"45,000/sqm",0 beds,0 baths,0 Toilets,09053835258,09 Aug 2021,19 Feb 2022
4bedroom Duplex,Opic Isheri North Ojodu Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-opic-isheri-north-ojodu-lagos-5GBBE,Lagos,Ojodu,"2,500,000/year",4 beds,4 baths,4 Toilets,09039408141,11 Feb 2022,19 Feb 2022
Miniflat,Sangotedo Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-sangotedo-ajah-lagos-0GAVZ,Lagos,Ajah,"700,000",1 beds,1 baths,2 Toilets,08137224561,10 Feb 2022,19 Feb 2022
3 Rooms Office Space,Ring Rd Ibadan Oyo,https://www.propertypro.ng/property/commercial-property-for-rent-ring-rd-ibadan-oyo-1ETYT,Oyo,Ibadan,"500,000",0 beds,0 baths,0 Toilets,08147747114,02 Jun 2021,19 Feb 2022
Furnished 4 Bedroom Detached Duplex Abuja Nigeria,"Mekunwen Road, Brains And Hammers Estate, Life Camp Abuja",https://www.propertypro.ng/property/4-bedroom-house-for-shortlet-mekunwen-road-brains-and-hammers-estate-life-camp-abuja-2DVDW,Abuja,Camp,"90,000/day",4 beds,4 baths,5 Toilets,09057237982,08 Sep 2020,19 Feb 2022
Tastefully Finished Newly Built Room Self Contained,"Ojolo, Eleyele Road Eleyele Ibadan Oyo",https://www.propertypro.ng/property/flat-apartment-for-rent-ojolo-eleyele-road-eleyele-ibadan-oyo-9GAEY,Oyo,Ibadan,"250,000/year",0 beds,0 baths,0 Toilets,09026318426,05 Feb 2022,19 Feb 2022
"A Brand New Luxury Room Self Contain With Pop Finishing Room Has Wardrobe, , Fitted Kitchen Cabinets, Mordern Fitting Available Fence And Gated Compound With Ample Parking Space",Off Dipe Street Alapere Lagos Alapere Kosofe Ikosi Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-off-dipe-street-alapere-lagos-alapere-kosofe-ikosi-lagos-9EJMN,Lagos,Ikosi,"350,000/year",0 beds,1 baths,1 Toilets,08033657909,28 Feb 2021,19 Feb 2022
Mini Flat,Olukolu Street Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-olukolu-street-igbo-efon-lekki-lagos-9GAFM,Lagos,Lekki,"800,000",1 beds,1 baths,1 Toilets,08168285322,06 Feb 2022,19 Feb 2022
Room Self Contain,Adeniran Ogunsanya Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-adeniran-ogunsanya-surulere-lagos-1GBRB,Lagos,Surulere,"450,000",0 beds,0 baths,0 Toilets,07082736278,16 Feb 2022,19 Feb 2022
Lovely 2 Bedroom Apartment,Emily Igbogbo Ikorodu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-emily-igbogbo-ikorodu-lagos-5GBRE,Lagos,Ikorodu,"350,000",2 beds,3 baths,3 Toilets,07010568925,16 Feb 2022,19 Feb 2022
2 Bedroom Flat,Off Kunsela Street Ikate Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-kunsela-street-ikate-lekki-lagos-2GAEQ,Lagos,Lekki,"2,800,000",2 beds,2 baths,2 Toilets,08086267650,05 Feb 2022,19 Feb 2022
Spacious All Rooms En Suite 2 Bedroom Flat,Ladi Lak Shomolu Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ladi-lak-shomolu-lagos-6FYDM,Lagos,Shomolu,"900,000/year",2 beds,2 baths,3 Toilets,08125135974,21 Jan 2022,19 Feb 2022
2 Bedroom Flat,Adelabu Surulere Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-adelabu-surulere-lagos-5FBWB,Lagos,Surulere,"1,500,000",0 beds,0 baths,0 Toilets,09083016090,27 Jul 2021,19 Feb 2022
An Office Space,Oke Bola Oke Ado Ibadan Oyo,https://www.propertypro.ng/property/commercial-property-for-rent-oke-bola-oke-ado-ibadan-oyo-6EQTD,Oyo,Ibadan,"100,000/year",0 beds,1 baths,1 Toilets,08147747114,07 May 2021,19 Feb 2022
Lovely 4 Bedroom Duplex,Nicole Zone C Nicon Town Lekki Lagos,https://www.propertypro.ng/property/6-bedroom-house-for-rent-nicole-zone-c-nicon-town-lekki-lagos-5FXVA,Lagos,Lekki,"11,000,000/year",6 beds,6 baths,7 Toilets,08064656326,19 Jan 2022,19 Feb 2022
Big Shop (upstairs) Along The Main Road,Ipaja Road Iyana Ipaja Ipaja Lagos,https://www.propertypro.ng/property/commercial-property-for-rent-ipaja-road-iyana-ipaja-ipaja-lagos-9FRQC,Lagos,Ipaja,"150,000",0 beds,0 baths,0 Toilets,08180050503,17 Nov 2021,19 Feb 2022
High Class 3 Bedroom Apartment + Bq+ Tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,"20,000,000",3 beds,3 baths,4 Toilets,08124269637,20 Jan 2022,24 Feb 2022
Newly Built 4bedroom Duplex,Van Daniel Street Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-van-daniel-street-chevron-lekki-lagos-9FYNN,Lagos,Lekki,"4,500,000/year",4 beds,4 baths,5 Toilets,08168285322,25 Jan 2022,19 Feb 2022
Brand New Service 2 Bedroom Flat,Ologolo Estate Ologolo Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ologolo-estate-ologolo-lekki-lagos-4FWSZ,Lagos,Lekki,"2,500,000/year",2 beds,3 baths,3 Toilets,09081104133,10 Jan 2022,19 Feb 2022
6 Units Of Mini Flat,Ologuneru Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ologuneru-ibadan-oyo-5GBPE,Oyo,Ibadan,"220,000/year",1 beds,1 baths,1 Toilets,07065372133,16 Feb 2022,19 Feb 2022
Excellent And Exquisitely Finished 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-phase-1-lekki-lagos-2FZEA,Lagos,Lekki,"4,000,000",3 beds,4 baths,4 Toilets,09014957322,29 Jan 2022,19 Feb 2022
Newly Built 4bedroom Duplex,Off Mobil Road Ilaje Ajah Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-mobil-road-ilaje-ajah-lagos-1FWKM,Lagos,Ajah,"3,000,000/year",4 beds,4 baths,5 Toilets,08168285322,06 Jan 2022,19 Feb 2022
Tastefully Built 2 Bedrooms Apartment,Icast School In Elebu Akala Express Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-icast-school-in-elebu-akala-express-ibadan-oyo-5FZUK,Oyo,Ibadan,"300,000/year",2 beds,2 baths,2 Toilets,07067980197,03 Feb 2022,19 Feb 2022
Room And Parlour Self Contain,Valley View Estate Ebute Ikorodu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-valley-view-estate-ebute-ikorodu-lagos-3GBFU,Lagos,Ikorodu,"400,000/year",1 beds,1 baths,2 Toilets,08177520676,13 Feb 2022,19 Feb 2022
New Built 2 Bedroom Flat,Ketu Kosofe Ikosi Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ketu-kosofe-ikosi-lagos-4FZBL,Lagos,Ikosi,"1,100,000/year",2 beds,2 baths,3 Toilets,07018146540,28 Jan 2022,19 Feb 2022
2 Bedroom Flat,Oladimeji Street Aguda Surulere Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-oladimeji-street-aguda-surulere-lagos-5FXFG,Lagos,Surulere,"950,000/year",2 beds,1 baths,1 Toilets,09060631614,14 Jan 2022,19 Feb 2022
Kings Gate Estate Via La Campaigne Tropicana,Lacampaigne Tropicana Ibeju Lekki Lagos,https://www.propertypro.ng/property/land-for-sale-lacampaigne-tropicana-ibeju-lekki-lagos-0ENPN,Lagos,Lekki,"2,100,000", beds, baths, Toilets,09154621665,14 Apr 2021,24 Feb 2022
Newly Built Pop Finished Mini Flat And Self Contain,Ogudu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-ogudu-lagos-2FUXF,Lagos,Ogudu,"500,000",0 beds,0 baths,0 Toilets,08033115125,16 Dec 2021,19 Feb 2022
Executive 3 Bedroom Flat,Aslam Estate Odo Ona Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-aslam-estate-odo-ona-ibadan-oyo-4FXFS,Oyo,Ibadan,"400,000/year",3 beds,4 baths,4 Toilets,08142185274,14 Jan 2022,19 Feb 2022
Tastefully Built 3 Bedrooms Apartment,Peluseriki Through Ireakari Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-house-for-rent-peluseriki-through-ireakari-estate-akala-express-ibadan-oyo-1FYHQ,Oyo,Ibadan,"400,000/year",3 beds,2 baths,2 Toilets,07067980197,23 Jan 2022,19 Feb 2022
Self Contain,Agungi Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-agungi-lekki-lagos-1FZVF,Lagos,Lekki,"700,000",1 beds,1 baths,1 Toilets,08165662264,03 Feb 2022,19 Feb 2022
Self Contained,Atlantic View Estate Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-atlantic-view-estate-igbo-efon-lekki-lagos-8GAKC,Lagos,Lekki,"400,000",1 beds,1 baths,1 Toilets,09064090448,07 Feb 2022,19 Feb 2022
Exquisitely Built 4 Bedroom Duplex Attached With A Miniflat And A Room Selfcon,Ago Palace Okota Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-1FXAX,Lagos,Okota,"5,000,000/year",4 beds,4 baths,5 Toilets,09012934533,12 Jan 2022,19 Feb 2022
