Description,Location,Links,State,Area,Price,Bedrooms,Bathrooms,Agent_number,Added_on,Updated_on
a room shared apartment,"Marshall Estate, Akins Bus Stop Badore Ajah Lagos",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-marshall-estate-akins-bus-stop-badore-ajah-lagos-8GCAP,Lagos,Ajah,2500000,3,3,8086267650,19 Feb 2022,19 Feb 2022
an executive 2bedroom flat,Isheri Egbeda Alimosho Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-isheri-egbeda-alimosho-lagos-6GBDB,Lagos,Alimosho,700000,2,2,8060882613,12 Feb 2022,19 Feb 2022
room and parlor self contain,"Afinyanu Area, Ologuneru Ibadan Oyo",https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-afinyanu-area-ologuneru-ibadan-oyo-8GCAM,Oyo,Ibadan,220000,1,1,8038154547,19 Feb 2022,19 Feb 2022
commercial land measuring 2000sqm,"Gwakwo Gwagwalada,abuja. Gwagwalada Abuja",https://www.propertypro.ng/property/land-for-rent-gwakwo-gwagwaladaabuja-gwagwalada-abuja-5GCAL,Abuja,Gwagwalada,1500000,2,2,7067964004,19 Feb 2022,19 Feb 2022
newly built 3bedroom flat,Ajinde Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajinde-estate-akala-express-ibadan-oyo-6GCAJ,Oyo,Ibadan,650000,3,4,8142185274,19 Feb 2022,19 Feb 2022
smart and luxurious 3 bedrooms flat+ bq (penthouse),Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0GAPZ,Lagos,Lekki,80000000,3,4,8103254940,09 Feb 2022,19 Feb 2022
brand new luxury 4bedroom duplex with bq and excellent facilities,Van Daniel’s Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-van-daniels-chevron-lekki-lagos-9FXRD,Lagos,Lekki,4500000,4,5,8100517064,18 Jan 2022,19 Feb 2022
new built 4bedroom duplex with bq and excellent facilities,Beechwood Estate Lekki Phase 2 Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-beechwood-estate-lekki-phase-2-lekki-lagos-1FZGY,Lagos,Lekki,3000000,4,4,8100517064,31 Jan 2022,19 Feb 2022
standard one bedroom flat,Rumuodumaya Port Harcourt Rivers,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-rumuodumaya-port-harcourt-rivers-4GCAF,Rivers,Harcourt,350000,1,2,7062360342,19 Feb 2022,19 Feb 2022
newly built 3 3bedroom detached duplex,Badore Ajah Badore Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-badore-ajah-badore-ajah-lagos-5GCAE,Lagos,Ajah,1500000,3,3,7060827186,19 Feb 2022,19 Feb 2022
2 bedroom apartment,Lekki County Estate Ikota Ikota Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lekki-county-estate-ikota-ikota-lekki-lagos-4GCAD,Lagos,Lekki,2200000,2,2,7060827186,19 Feb 2022,19 Feb 2022
two (2) bedroom flat,Igbo Efon Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-igbo-efon-lekki-lagos-2GCAB,Lagos,Lekki,1200000,2,2,8057121358,19 Feb 2022,19 Feb 2022
self service 5bedroom detached house with a room bq,Osapa London Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-3GCAA,Lagos,Lekki,6000000,1,5,8057121358,19 Feb 2022,19 Feb 2022
2bedroom flat,Ikolaba Gra Agodi Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikolaba-gra-agodi-ibadan-oyo-9GBVB,Oyo,Ibadan,1000000,2,2,8187281313,17 Feb 2022,19 Feb 2022
3 bedrooms flat,"Providence Estate, Eleyele Ibadan Oyo",https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-providence-estate-eleyele-ibadan-oyo-8FZWK,Oyo,Ibadan,400000,3,2,8038154547,03 Feb 2022,19 Feb 2022
well maintained serviced 2 bedroom apartment,Ikota Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikota-lekki-lagos-9GBZT,Lagos,Lekki,1800000,2,2,8057121358,19 Feb 2022,19 Feb 2022
well maintained serviced 2 bedroom apartment,Ikota Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ikota-lekki-lagos-5GBZT,Lagos,Lekki,2200000,2,2,8057121358,19 Feb 2022,19 Feb 2022
4 bedroom terrace duplex ( no bq),Victoria Crest Estate Orchid Road Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-crest-estate-orchid-road-lekki-lagos-5FXJK,Lagos,Lekki,3700000,4,4,9029604948,15 Jan 2022,19 Feb 2022
standard 3bedroom apartment,Destiny Bus Stop Area Oke Afa Oke Afa Isolo Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-destiny-bus-stop-area-oke-afa-oke-afa-isolo-lagos-9GBZQ,Lagos,Isolo,850000,3,3,8065971355,19 Feb 2022,19 Feb 2022
3 bedroom penthouse with bq,Off Palace Ihuntayi Street Oniru Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-palace-ihuntayi-street-oniru-victoria-island-lagos-9FZKL,Lagos,Island,10000000,3,3,8066961891,31 Jan 2022,19 Feb 2022
2 bedroom terrace duplex with bq,Besides Peninsula Estate Sangotedo Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-besides-peninsula-estate-sangotedo-ajah-lagos-5GBSU,Lagos,Ajah,1500000,2,2,8066961891,17 Feb 2022,19 Feb 2022
a well finished spacious & serviced 3bedroom terrace duplex with 1room bq,Maitama District Maitama Abuja,https://www.propertypro.ng/property/4-bedroom-house-for-rent-maitama-district-maitama-abuja-2GBZQ,Abuja,Maitama,7000000,3,3,9052654781,19 Feb 2022,19 Feb 2022
newly built 4 bedroom terrace duplex,By 2nd Avenue Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-by-2nd-avenue-banana-island-ikoyi-lagos-4FVCH,Lagos,Ikoyi,15000000,4,4,8133194443,19 Dec 2021,19 Feb 2022
5bedroom terrace house with 2 rooms bq,Gbaja Close Surulere Lagos,https://www.propertypro.ng/property/house-for-rent-gbaja-close-surulere-lagos-8FZXM,Lagos,Surulere,3000000,5,5,9050857650,03 Feb 2022,19 Feb 2022
very clean 3 bedroom detached bungalow,Close To Urban Shelter Lokogoma Abuja,https://www.propertypro.ng/property/3-bedroom-house-for-sale-close-to-urban-shelter-lokogoma-abuja-6FXGN,Abuja,Lokogoma,32000000,3,3,8053979149,14 Jan 2022,24 Feb 2022
brand new massive 5bedroom fully detached duplex,Ikota Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikota-lekki-lagos-5GADD,Lagos,Lekki,6000000,5,6,9053588424,05 Feb 2022,19 Feb 2022
3bedroom flat,Ipaja Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ipaja-lagos-6GBQV,Lagos,Ipaja,800000,3,3,8182073205,16 Feb 2022,19 Feb 2022
tastefully 4 bedroom duplex bq,Located Inside A Mini Estate Off Shoprite Osapa London Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-located-inside-a-mini-estate-off-shoprite-osapa-london-lekki-lagos-0GBWM,Lagos,Lekki,6000000,4,4,8164968133,18 Feb 2022,19 Feb 2022
spacious 4 bedroom semi detached duplex,Ikota Lekki Lagos,https://www.propertypro.ng/property/house-for-rent-ikota-lekki-lagos-3FZRU,Lagos,Lekki,5500000,4,4,9050857650,02 Feb 2022,19 Feb 2022
brand new four bedrooms semi detached duplex with a bq,Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-8FVLN,Lagos,Lekki,5000000,4,5,9053588424,23 Dec 2021,19 Feb 2022
executive 2b/r flat,Gra Isheri North Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-gra-isheri-north-ojodu-lagos-0FVJG,Lagos,Ojodu,800000,2,2,8031132776,22 Dec 2021,19 Feb 2022
luxury 4 bedroom all rooms en suite semi detached duplex plus a room bq,Oniru Victoria Island Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oniru-victoria-island-lagos-4FVAY,Lagos,Island,8000000,4,4,8164687732,18 Dec 2021,19 Feb 2022
5bedroom fully detached house,Vintage Park Ikate Lekki Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-vintage-park-ikate-lekki-lagos-7FZXM,Lagos,Lekki,8000000,5,5,9050857650,03 Feb 2022,19 Feb 2022
2 bedroom flat with excellent facilities,Isheri North Ojodu Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-isheri-north-ojodu-lagos-2FXKF,Lagos,Ojodu,1000000,2,2,8137584753,15 Jan 2022,19 Feb 2022
4 bedroom terrace with bq,Eletu Osapa London Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-eletu-osapa-london-lekki-lagos-6GBVL,Lagos,Lekki,3000000,4,5,9081104133,17 Feb 2022,19 Feb 2022
high class 3 bedroom apartment + bq+ tennis +squash+gym+etc @n20m,Old Ikoyi Ikoyi Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-old-ikoyi-ikoyi-lagos-7FXZF,Lagos,Ikoyi,20000000,3,3,8124269637,20 Jan 2022,24 Feb 2022
tastefully built mini flat apartment,Egbeda Alimosho Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-egbeda-alimosho-lagos-7GBXC,Lagos,Alimosho,500000,1,2,8135357500,18 Feb 2022,19 Feb 2022
luxury 4 bedroom all rooms en suite apartment,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-banana-island-ikoyi-lagos-3GBYU,Lagos,Ikoyi,19000000,4,4,8164687732,18 Feb 2022,19 Feb 2022
luxury 5bedrooom duplex +bq,It's Located Inside An Estate Osapa London Lekki Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-its-located-inside-an-estate-osapa-london-lekki-lagos-3FYNA,Lagos,Lekki,8000000,5,5,8164968133,25 Jan 2022,19 Feb 2022
serviced 3bedroom flat with fitted kitchen,Off Hakeem Dickson Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-off-hakeem-dickson-lekki-phase-1-lekki-lagos-9FZSF,Lagos,Lekki,6000000,3,3,8133194443,02 Feb 2022,19 Feb 2022
top notch 2 bedroom flat with excellent facilities in a serene neighborhood,"Isheri North Estate, Opic Isheri North Ojodu Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-isheri-north-estate-opic-isheri-north-ojodu-lagos-5FYJY,Lagos,Ojodu,800000,2,2,8137584753,24 Jan 2022,19 Feb 2022
newly built 2 bedrooms apartment,Iletuntun Idishin Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-iletuntun-idishin-ibadan-oyo-5GBXC,Oyo,Ibadan,400000,2,2,7067980197,18 Feb 2022,19 Feb 2022
newly painted 3 bedroom flat,Oke Bukun Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oke-bukun-estate-akala-express-ibadan-oyo-7FZRD,Oyo,Ibadan,450000,3,3,8052778232,02 Feb 2022,19 Feb 2022
newly built mini flat,Bariga Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-bariga-shomolu-lagos-3FQQX,Lagos,Shomolu,600000,1,1,7062429955,08 Nov 2021,19 Feb 2022
sharp 3bedroom flat,Thomas Estate Ajah Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-thomas-estate-ajah-lagos-7GAMA,Lagos,Ajah,2000000,3,4,9053588424,08 Feb 2022,19 Feb 2022
brand new 2bedroom flat,Thomas Estate Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-thomas-estate-ajah-lagos-5FZTB,Lagos,Ajah,2700000,2,3,9053588424,02 Feb 2022,19 Feb 2022
4 bedroom semi detached duplex,Royal Palmwill Estate Ajah Lagos,https://www.propertypro.ng/property/house-for-rent-royal-palmwill-estate-ajah-lagos-0FZUM,Lagos,Ajah,3000000,4,4,9050857650,03 Feb 2022,19 Feb 2022
luxury 4 bedroom duplex with swimming pool,Banana Island Ikoyi Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-9FWPE,Lagos,Ikoyi,25000000,4,4,8164968133,08 Jan 2022,19 Feb 2022
executive 2bedroom flat,Ayobo Ipaja Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ayobo-ipaja-lagos-6GBXS,Lagos,Ipaja,800000,2,3,8135357500,18 Feb 2022,19 Feb 2022
executive 3 bedroom flat,Diamond Estate Oipp. Golf Estate Enugu Enugu,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-diamond-estate-oipp-golf-estate-enugu-enugu-9GBBD,Enugu,Enugu,2000000,3,4,8060036824,11 Feb 2022,19 Feb 2022
executive room self contained,Dallutel Estate Akala Express Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-dallutel-estate-akala-express-ibadan-oyo-6FZMV,Oyo,Ibadan,200000,1,1,8142185274,01 Feb 2022,19 Feb 2022
newly built fully serviced 3bedroom,"Orchid Road By Chevron Toll Gate, Lekki Chevron Lekki Lagos",https://www.propertypro.ng/property/3-bedroom-house-for-rent-orchid-road-by-chevron-toll-gate-lekki-chevron-lekki-lagos-7FYDP,Lagos,Lekki,2600000,3,3,8133194443,21 Jan 2022,19 Feb 2022
tastefully 2bedroom flat with swimming pool,In A Mini Estate Off Kusenla Road Ikate Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-in-a-mini-estate-off-kusenla-road-ikate-lekki-lagos-1FYVT,Lagos,Lekki,4000000,2,2,8164968133,27 Jan 2022,19 Feb 2022
2 brand new units of 2 bedroom flats,"Royal Palmwill Estate, Remlek Badore Ajah Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-royal-palmwill-estate-remlek-badore-ajah-lagos-5GBWT,Lagos,Ajah,1000000,2,2,9029604948,18 Feb 2022,19 Feb 2022
fully service 4bwdroom terrace duplex with bq,Off Palace Road Oniru Victoria Island Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-palace-road-oniru-victoria-island-lagos-2GBZJ,Lagos,Island,8000000,4,4,8133194443,18 Feb 2022,19 Feb 2022
newly built room and parlour self contain,Akala Express Akala Express Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-akala-express-akala-express-ibadan-oyo-9GBYV,Oyo,Ibadan,500000,1,1,8142185274,18 Feb 2022,19 Feb 2022
self service 3 bedroom flat,Osapa London Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-osapa-london-lekki-lagos-1FYVB,Lagos,Lekki,2200000,1,4,9053588424,26 Jan 2022,19 Feb 2022
3bedroom flat,Beside Osborne Phase 1 Ikoyi Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-beside-osborne-phase-1-ikoyi-lagos-6FZUN,Lagos,Ikoyi,8500000,3,3,9050857650,03 Feb 2022,19 Feb 2022
serviced 4 bedroom semi detached duplex with bq,Orchid Road Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-chevron-lekki-lagos-3GBWM,Lagos,Lekki,4500000,4,4,9051793930,18 Feb 2022,19 Feb 2022
brand new massive 4bedroom semi detached duplex,Oral Estate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oral-estate-lekki-lagos-2FWUV,Lagos,Lekki,5000000,4,5,9053588424,10 Jan 2022,19 Feb 2022
super and decent mini flat,Mushin Mushin Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-mushin-mushin-lagos-4GBXR,Lagos,Mushin,500000,1,1,8033149535,18 Feb 2022,19 Feb 2022
contemporary 4 bedroom terrace duplex with bq,Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-4GBUF,Lagos,Lekki,4000000,4,4,8057121358,17 Feb 2022,19 Feb 2022
mini flat,Sangotedo Ajah Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-sangotedo-ajah-lagos-8GAKT,Lagos,Ajah,1100000,1,1,9064090448,07 Feb 2022,19 Feb 2022
standard two bedroom flats,Along Addo Road Ajah Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-along-addo-road-ajah-lagos-5GBTD,Lagos,Ajah,1300000,2,2,9050857650,17 Feb 2022,19 Feb 2022
3 bedrooms duplex,Basorun Housing Estate Akobo Ibadan Oyo,https://www.propertypro.ng/property/2-bedroom-house-for-rent-basorun-housing-estate-akobo-ibadan-oyo-1FZZC,Oyo,Ibadan,1500000,3,2,9026318426,04 Feb 2022,19 Feb 2022
2 bedroom flat,Olokonla Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-olokonla-ajah-lagos-4FZTT,Lagos,Ajah,950000,2,2,8137224561,02 Feb 2022,19 Feb 2022
newly built fully service 4 bedroom terrace duplex with fitted kitchen and bq,Off Kusenla Road Ikate Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-kusenla-road-ikate-lekki-lagos-6FYAZ,Lagos,Lekki,6500000,4,4,8133194443,20 Jan 2022,19 Feb 2022
contemporary brand new 4 bedroom semi detached duplex with bq,Chevron Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-8FXYL,Lagos,Lekki,5000000,4,5,9053588424,20 Jan 2022,19 Feb 2022
spacious fully service 4bedroom terrace duplex,By Mega Chicken Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-by-mega-chicken-ikota-lekki-lagos-3FWKT,Lagos,Lekki,3500000,4,4,8133194443,06 Jan 2022,19 Feb 2022
luxury 3 bedroom flat furnished,Located In A Very Good Neighborhood Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-located-in-a-very-good-neighborhood-ikate-lekki-lagos-4FWJU,Lagos,Lekki,7500000,3,3,8164968133,06 Jan 2022,19 Feb 2022
waterfront 3 bedroom apartment +bq + swimming pool + sauna + gym + underground parking,Ligali Ayorinde Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ligali-ayorinde-victoria-island-lagos-6FYCN,Lagos,Island,16100000,3,3,8124269637,21 Jan 2022,24 Feb 2022
newly built 3 bedroom terrace duplex,Orchid Road Ikota Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-orchid-road-ikota-lekki-lagos-8GBYK,Lagos,Lekki,2800000,3,3,8137224561,18 Feb 2022,19 Feb 2022
3bedroom upstairs apartment,Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikate-lekki-lagos-0GBYM,Lagos,Lekki,2600000,3,3,9051793930,18 Feb 2022,19 Feb 2022
a room self contain,Alagomeji Yaba Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-alagomeji-yaba-lagos-4FKCP,Lagos,Yaba,350000,1,1,7062429955,21 Sep 2021,19 Feb 2022
room self contain,Ogudu Gra Ogudu Lagos,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-ogudu-gra-ogudu-lagos-1GBCK,Lagos,Ogudu,500000,1,1,9083016090,12 Feb 2022,19 Feb 2022
executive 2bedroom flat,Abaranje Okerube Ikotun Igando Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-abaranje-okerube-ikotun-igando-lagos-1FZUN,Lagos,Igando,500000,2,2,9050857650,03 Feb 2022,19 Feb 2022
newly built 5 bedroom semi detached bungalow with penthouse,Monastery Road Sangotedo Lagos,https://www.propertypro.ng/property/5-bedroom-house-for-rent-monastery-road-sangotedo-lagos-8FYAZ,Lagos,Sangotedo,2000000,5,5,8133194443,20 Jan 2022,19 Feb 2022
nicely built room and a parlour self contained,Omolayo Akobo Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-omolayo-akobo-ibadan-oyo-6GAFU,Oyo,Ibadan,350000,1,1,9026318426,06 Feb 2022,19 Feb 2022
top notch 2 bedroom flat with excellent facilities in a serene neighborhood,"Sparklight Estate, Opposite Opic, Along Lagos Ibadan Expressway Isheri North Ojodu Lagos",https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-sparklight-estate-opposite-opic-along-lagos-ibadan-expressway-isheri-north-ojodu-lagos-7FYKR,Lagos,Ojodu,800000,2,2,8137584753,24 Jan 2022,19 Feb 2022
mini flat,Morocco Road Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-morocco-road-shomolu-lagos-9FXUE,Lagos,Shomolu,650000,1,1,7062429955,19 Jan 2022,19 Feb 2022
3 bedroom flat with bq,Prime Water Garden Estate Ikate Lekki Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-prime-water-garden-estate-ikate-lekki-lagos-1GBRV,Lagos,Lekki,4000000,3,3,9014267979,16 Feb 2022,19 Feb 2022
miniflat,Palmgroove Shomolu Lagos,https://www.propertypro.ng/property/flat-apartment-for-rent-palmgroove-shomolu-lagos-6FJEL,Lagos,Shomolu,700000,1,1,7062429955,13 Sep 2021,19 Feb 2022
sharp 2 bedroom flat,Ado Ajah Lagos,https://www.propertypro.ng/property/2-bedroom-house-for-rent-ado-ajah-lagos-7FWUZ,Lagos,Ajah,8500000,2,3,9053588424,11 Jan 2022,19 Feb 2022
lovely 2 bedroom flat,Off Kusenla Ikate Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-kusenla-ikate-lekki-lagos-9GBEQ,Lagos,Lekki,3000000,2,3,9081104133,13 Feb 2022,19 Feb 2022
newly built standard self contain,Lugbe Axis Lugbe Abuja,https://www.propertypro.ng/property/flat-apartment-for-rent-lugbe-axis-lugbe-abuja-9GBCF,Abuja,Lugbe,400000,1,1,8061987440,12 Feb 2022,19 Feb 2022
brand new massive 4bedroom semi detached duplex with a bq,Ikota Lekki Lagos,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-4FXCW,Lagos,Lekki,4800000,4,5,9053588424,13 Jan 2022,19 Feb 2022
room self contain,Bashorun Basorun Ibadan Oyo,https://www.propertypro.ng/property/1-bedroom-flat-apartment-for-rent-bashorun-basorun-ibadan-oyo-7GBSM,Oyo,Ibadan,200000,1,1,8147747114,17 Feb 2022,19 Feb 2022
2 bedroom flat,Jakande Lekki Lagos,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-jakande-lekki-lagos-9GAKY,Lagos,Lekki,1700000,2,2,9064090448,07 Feb 2022,19 Feb 2022
top notch 3 bedroom flat with excellent facilities,Isheri North Estate Ojodu Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-isheri-north-estate-ojodu-lagos-6FXFW,Lagos,Ojodu,1200000,3,3,8137584753,14 Jan 2022,19 Feb 2022
top notch six bedroom duplex,Olajide Olabanji Lekki Lekki Phase 1 Lekki Lagos,https://www.propertypro.ng/property/6-bedroom-house-for-rent-olajide-olabanji-lekki-lekki-phase-1-lekki-lagos-8GADT,Lagos,Lekki,10000000,6,6,8137584753,05 Feb 2022,19 Feb 2022
luxury 3 bedroom all rooms en suite apartment,Oniru Victoria Island Lagos,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-oniru-victoria-island-lagos-7FVLU,Lagos,Island,4500000,3,3,8164687732,23 Dec 2021,19 Feb 2022
